	nome_produto	valor_produto	data_busca	link_produto
558	SMA - 09 Smart Watch - Compatível com Android e iOS. Aço Inox - Preto - Modelo MTK2502		5/10/2017	https://www.magazineluiza.com.br/sma-09-smart-watch-compativel-com-android-e-ios.-aco-inox-preto-modelo-mtk2502/p/7589681/te/smtw/
559	Smartwatch Samsung Gear S2 Sport SM-R720 Prata com Monitor Cardíaco e Barômetro - Samsung		5/10/2017	https://www.magazineluiza.com.br/smartwatch-samsung-gear-s2-sport-sm-r720-prata-com-monitor-cardiaco-e-barometro-samsung/p/7971135/te/smtw/
560	Google Chromecast 2 para TV - Streaming HDMI AO0505	299.9	5/10/2017	https://www.magazineluiza.com.br/google-chromecast-2-para-tv-streaming-hdmi-ao0505/p/2169728/tb/tbac/
561	Cabo Carregador Micro USB Easy Mobile 2m Dourado - e 1 Cabo Carregador Micro USB 1m Prata	29.9	5/10/2017	https://www.magazineluiza.com.br/cabo-carregador-micro-usb-easy-mobile-2m-dourado-e-1-cabo-carregador-micro-usb-1m-prata/p/2187374/te/cbsb/
562	Suporte Veicular para Smartphone Universal - Magnético Geonav Essential	39.9	5/10/2017	https://www.magazineluiza.com.br/suporte-veicular-para-smartphone-universal-magnetico-geonav-essential/p/2189114/te/spve/
563	Cabo Carregador Micro USB Easy Mobile 2m Preto - e Cabo Carregador Micro USB 1m Prata	29.9	5/10/2017	https://www.magazineluiza.com.br/cabo-carregador-micro-usb-easy-mobile-2m-preto-e-cabo-carregador-micro-usb-1m-prata/p/0404124/te/cbsb/
564	Carregador Portátil Universal USB Geonav - Power Bank	139.9	5/10/2017	https://www.magazineluiza.com.br/carregador-portatil-universal-usb-geonav-power-bank/p/2184663/te/accp/
565	Cabo Carregador Micro USB Geonav - Essential Espacial	29.9	5/10/2017	https://www.magazineluiza.com.br/cabo-carregador-micro-usb-geonav-essential-espacial/p/2184655/te/cbsb/
566	Cabo Carregador Lightning Geonav - Essential	49.9	5/10/2017	https://www.magazineluiza.com.br/cabo-carregador-lightning-geonav-essential/p/2184653/te/acci/
567	Cabo Lightning para USB 1m - Apple MD818BZ/A	119.9	5/10/2017	https://www.magazineluiza.com.br/cabo-lightning-para-usb-1m-apple-md818bz-a/p/2134828/te/tlac/
568	Carregador Portátil Universal USB Geonav - Power Bank	109.9	5/10/2017	https://www.magazineluiza.com.br/carregador-portatil-universal-usb-geonav-power-bank/p/2184662/te/accp/
